7.297385864257812500e+02,9.096062469482421875e+01,1.733000000000000000e+03
7.294226684570312500e+02,9.121841430664062500e+01,1.160000000000000000e+03
7.295658569335937500e+02,9.155587768554687500e+01,1.152000000000000000e+03
7.292484130859375000e+02,9.123886871337890625e+01,1.153000000000000000e+03
7.287855834960937500e+02,9.091258239746093750e+01,1.360000000000000000e+03
7.288485717773437500e+02,9.147722625732421875e+01,1.555000000000000000e+03
7.288071289062500000e+02,9.144905090332031250e+01,2.052000000000000000e+03
7.293275756835937500e+02,9.205466461181640625e+01,1.295000000000000000e+03
7.301811523437500000e+02,9.149958038330078125e+01,1.528000000000000000e+03
7.299215698242187500e+02,9.110871124267578125e+01,7.790000000000000000e+02
7.298634643554687500e+02,9.108775329589843750e+01,8.590000000000000000e+02
7.294393920898437500e+02,9.093020629882812500e+01,1.812000000000000000e+03
7.297315063476562500e+02,9.075594329833984375e+01,1.885000000000000000e+03
7.289992065429687500e+02,9.177506256103515625e+01,1.385000000000000000e+03
7.285603027343750000e+02,9.089707183837890625e+01,9.780000000000000000e+02
7.294199829101562500e+02,9.125157928466796875e+01,1.084000000000000000e+03
7.290272827148437500e+02,9.169796752929687500e+01,7.400000000000000000e+02
7.285759887695312500e+02,9.129845428466796875e+01,1.828000000000000000e+03
7.290546264648437500e+02,9.100735473632812500e+01,1.855000000000000000e+03
7.296172485351562500e+02,9.070124053955078125e+01,1.638000000000000000e+03
7.293481445312500000e+02,9.082947540283203125e+01,1.573000000000000000e+03
7.294246215820312500e+02,9.076453399658203125e+01,1.452000000000000000e+03
7.292245483398437500e+02,9.130681610107421875e+01,1.253000000000000000e+03
7.290687866210937500e+02,9.113791656494140625e+01,1.362000000000000000e+03
7.292938842773437500e+02,9.064826965332031250e+01,1.372000000000000000e+03
7.284412231445312500e+02,9.098370361328125000e+01,2.517000000000000000e+03
7.288485717773437500e+02,9.062114715576171875e+01,1.921000000000000000e+03
7.294205322265625000e+02,9.094010925292968750e+01,8.890000000000000000e+02
7.291763916015625000e+02,9.169607543945312500e+01,1.372000000000000000e+03
7.290116577148437500e+02,9.215544128417968750e+01,1.629000000000000000e+03
7.296188964843750000e+02,9.130672454833984375e+01,1.264000000000000000e+03
7.298433227539062500e+02,9.078921508789062500e+01,9.950000000000000000e+02
7.289098510742187500e+02,9.081874084472656250e+01,1.351000000000000000e+03
7.291196289062500000e+02,9.137075042724609375e+01,9.650000000000000000e+02
7.299824829101562500e+02,9.129681396484375000e+01,9.780000000000000000e+02
7.307910156250000000e+02,9.178540802001953125e+01,1.149000000000000000e+03
7.289309082031250000e+02,9.086509704589843750e+01,6.570000000000000000e+02
7.296751098632812500e+02,9.136471557617187500e+01,1.044000000000000000e+03
7.293485107421875000e+02,9.207954406738281250e+01,8.150000000000000000e+02
7.287624511718750000e+02,9.214629364013671875e+01,1.003000000000000000e+03
7.291931762695312500e+02,9.034548187255859375e+01,1.629000000000000000e+03
7.297752075195312500e+02,9.028858184814453125e+01,1.547000000000000000e+03
7.288041992187500000e+02,9.050878143310546875e+01,1.630000000000000000e+03
7.294716796875000000e+02,9.216901397705078125e+01,1.211000000000000000e+03
7.293858642578125000e+02,9.166815948486328125e+01,9.250000000000000000e+02
7.290047607421875000e+02,9.096595764160156250e+01,1.046000000000000000e+03
7.292157592773437500e+02,9.079002380371093750e+01,1.570000000000000000e+03
7.286604003906250000e+02,9.121364593505859375e+01,1.756000000000000000e+03
7.289767456054687500e+02,9.114672088623046875e+01,1.601000000000000000e+03
7.286578369140625000e+02,9.187506866455078125e+01,1.265000000000000000e+03
7.288713378906250000e+02,9.122638702392578125e+01,1.768000000000000000e+03
7.287820434570312500e+02,9.164961242675781250e+01,1.978000000000000000e+03
7.293750610351562500e+02,9.106581878662109375e+01,1.412000000000000000e+03
7.302299804687500000e+02,9.164566802978515625e+01,1.075000000000000000e+03
7.294180297851562500e+02,9.163739013671875000e+01,7.440000000000000000e+02
7.287260742187500000e+02,9.141541290283203125e+01,1.431000000000000000e+03
7.294069824218750000e+02,9.084528350830078125e+01,1.520000000000000000e+03
7.304198608398437500e+02,9.071479797363281250e+01,1.532000000000000000e+03
7.294959716796875000e+02,9.096955871582031250e+01,1.464000000000000000e+03
7.292346191406250000e+02,9.160113525390625000e+01,1.119000000000000000e+03
7.298688354492187500e+02,9.186782073974609375e+01,1.449000000000000000e+03
7.298095703125000000e+02,9.093685150146484375e+01,1.561000000000000000e+03
7.293995971679687500e+02,9.115896606445312500e+01,1.215000000000000000e+03
7.301342773437500000e+02,9.076615142822265625e+01,1.371000000000000000e+03
7.298878173828125000e+02,9.139452362060546875e+01,7.180000000000000000e+02
7.297411499023437500e+02,9.103339385986328125e+01,9.700000000000000000e+02
7.299859008789062500e+02,9.112606811523437500e+01,1.605000000000000000e+03
7.303251953125000000e+02,9.132250976562500000e+01,1.118000000000000000e+03
7.300940551757812500e+02,9.164141845703125000e+01,8.820000000000000000e+02
7.302161254882812500e+02,9.142365264892578125e+01,9.610000000000000000e+02
7.289760131835937500e+02,9.203778839111328125e+01,9.860000000000000000e+02
7.297551269531250000e+02,9.215742492675781250e+01,1.025000000000000000e+03
7.302962646484375000e+02,9.143106079101562500e+01,8.160000000000000000e+02
7.298084106445312500e+02,9.116896820068359375e+01,1.194000000000000000e+03
7.297780151367187500e+02,9.114002227783203125e+01,9.050000000000000000e+02
7.294621582031250000e+02,9.154683685302734375e+01,1.264000000000000000e+03
7.299020996093750000e+02,9.203141021728515625e+01,1.343000000000000000e+03
7.297713012695312500e+02,9.184817504882812500e+01,8.240000000000000000e+02
7.308596191406250000e+02,9.096719360351562500e+01,1.060000000000000000e+03
7.306875610351562500e+02,9.113671112060546875e+01,1.509000000000000000e+03
7.306497802734375000e+02,9.123175811767578125e+01,1.598000000000000000e+03
7.304613037109375000e+02,9.093986511230468750e+01,1.341000000000000000e+03
7.298697509765625000e+02,9.120446777343750000e+01,9.000000000000000000e+02
7.296454467773437500e+02,9.168261718750000000e+01,6.750000000000000000e+02
7.294204101562500000e+02,9.189182281494140625e+01,1.050000000000000000e+03
7.296502685546875000e+02,9.184348297119140625e+01,9.760000000000000000e+02
7.289538574218750000e+02,9.268774414062500000e+01,9.400000000000000000e+02
7.303179321289062500e+02,9.161721038818359375e+01,7.760000000000000000e+02
7.302711181640625000e+02,9.219142150878906250e+01,9.150000000000000000e+02
7.294098510742187500e+02,9.228536987304687500e+01,1.105000000000000000e+03
7.296198730468750000e+02,9.226438903808593750e+01,8.640000000000000000e+02
7.301975097656250000e+02,9.072675323486328125e+01,9.500000000000000000e+02
7.303493652343750000e+02,9.053789520263671875e+01,1.214000000000000000e+03
7.296021118164062500e+02,9.056101226806640625e+01,1.693000000000000000e+03
7.296365966796875000e+02,9.080471801757812500e+01,1.483000000000000000e+03
7.294508056640625000e+02,9.234841918945312500e+01,9.290000000000000000e+02
7.301525268554687500e+02,9.254324340820312500e+01,9.140000000000000000e+02
7.295585937500000000e+02,9.227655029296875000e+01,1.015000000000000000e+03
7.289594116210937500e+02,9.136722564697265625e+01,7.990000000000000000e+02
7.292211303710937500e+02,9.052053833007812500e+01,1.343000000000000000e+03
7.293854370117187500e+02,9.099256134033203125e+01,1.663000000000000000e+03
7.292383422851562500e+02,9.106513214111328125e+01,1.633000000000000000e+03
7.289440307617187500e+02,9.116005706787109375e+01,1.442000000000000000e+03
7.288653564453125000e+02,9.155780029296875000e+01,1.702000000000000000e+03
7.293426513671875000e+02,9.132241058349609375e+01,1.411000000000000000e+03
7.293824462890625000e+02,9.096761322021484375e+01,1.090000000000000000e+03
7.294649658203125000e+02,9.213765716552734375e+01,1.161000000000000000e+03
7.293298950195312500e+02,9.194220733642578125e+01,7.430000000000000000e+02
7.302899780273437500e+02,9.012564086914062500e+01,1.138000000000000000e+03
